元表記,出現頻度,正規化後,url,タイプ,チェック,正規化（変更案）,url（変更案）,タイプ
大津ゑぶしあり,1,大津ゑぶしあり,,,,,,
はしかの養生,1,はしかの養生,,,,,,
0380-14-(7),1,0380-14-(7),,,,,,
むぎどのは生れぬ先にはしかして云々まじない,1,むぎどのは生れぬ先にはしかして云々まじない,,,,,,
0380-14-(8),1,0380-14-(8),,,,,,
むぎどのハ生れぬ先にはしかしてかせての後ハわが子なりけり,1,むぎどのハ生れぬ先にはしかしてかせての後ハわが子なりけり,,,,,,
とのまじないあり,1,とのまじないあり,,,,,,
これをたらようの葉にかいている,1,これをたらようの葉にかいている,,,,,,
毒だてやうじやうあり,1,毒だてやうじやうあり,,,,,,
麻疹に付あたりの方はづれの方番附,1,麻疹に付あたりの方はづれの方番附,,,,,,
0380-14-(9),1,0380-14-(9),,,,,,
麻疹に付　食してよろしき方　食てあしき方番附,1,麻疹に付　食してよろしき方　食てあしき方番附,,,,,,
0380-14-(10),1,0380-14-(10),,,,,,
35.8×24.2㎝,1,35.8×24.2㎝,,,,,,
番附,1,番付,https://ja.wikipedia.org/wiki/番付,Keyword,OK,,,
流行はしかしる粉,1,流行はしかしる粉,,,,,,
0380-14-(11),1,0380-14-(11),,,,,,
はし賀屋病蔵,1,はし賀屋病蔵,,,,,,
うま屋丁繁昌目,1,うま屋丁繁昌目,,,,,,
外国人,1,外国人,https://ja.wikipedia.org/wiki/外国人,Keyword,OK,,,
17.0×21.8㎝,1,17.0×21.8㎝,,,,,,
引札形式のパロディ,1,引札形式のパロディ,,,,,,
妙医甲斐徳本痳疹之来記,1,妙医甲斐徳本痳疹之来記,,,,,,
0380-14-(12),1,0380-14-(12),,,,,,
甲斐徳本,1,甲斐徳本,,,,,,
文の屋仲丸,1,文の屋仲丸,,,,,,
詞書は岳亭春信,1,詞書は岳亭春信,,,,,,
替歌は文の屋仲丸,1,替歌は文の屋仲丸,,,,,,
薬用と手当をさきにするがなる富士とあげたる山もなにかは,1,薬用と手当をさきにするがなる富士とあげたる山もなにかは,,,,,,
麻疹禁忌,1,麻疹禁忌,,,,,,
0380-14-(13),1,0380-14-(13),,,,,,
神農,1,神農,https://ja.wikipedia.org/wiki/神農,Keyword,OK,,,
禁忌と宜品あり,1,禁忌と宜品あり,,,,,,
0380-14-(14),1,0380-14-(14),,,,,,
かいばおけ,1,かいばおけ,,,,,,
歌に,1,歌に,,,,,,
水のむな身の養生を専一に　風でひゑるな　白かゆをくゑ,1,水のむな身の養生を専一に　風でひゑるな　白かゆをくゑ,,,,,,
たらようの葉のまじないあり,1,たらようの葉のまじないあり,,,,,,
東向の馬屋にある馬のタライはしかにあたらぬうちかむせ,1,東向の馬屋にある馬のタライはしかにあたらぬうちかむせ,,,,,,
候えははしかのかるくなり,1,候えははしかのかるくなり,,,,,,
痳疹心得之図画,1,痳疹心得之図画,,,,,,
0380-14-(15),1,0380-14-(15),,,,,,
応需房種戯画,1,応需房種戯画,,,,,,
木屋宗次郎,1,木屋宗次郎,https://ja.wikipedia.org/wiki/木屋宗次郎,Keyword,OK,,,
木屋板,1,木屋板,,,,,,
馬喰四,1,馬喰四,,,,,,
痳疹養生心得,1,痳疹養生心得,,,,,,
0380-14-(16),1,0380-14-(16),,,,,,
0380-14-(17),1,0380-14-(17),,,,,,
0380-14-(18),1,0380-14-(18),,,,,,
0380-14-,1,0380-14-,,,,,,
20,1,20,https://ja.wikipedia.org/wiki/20,Keyword,NG,,,
とペアのものか,1,とペアのものか,,,,,,
護符あり,1,護符あり,,,,,,
0380-14-(19),1,0380-14-(19),,,,,,
0380-14-(20),1,0380-14-(20),,,,,,
0380-14-(18)とペアのものか,1,0380-14-(18)とペアのものか,,,,,,
麻疹養生草,1,麻疹養生草,,,,,,
0380-14-(21),1,0380-14-(21),,,,,,
一恵斎芳幾画,1,一恵斎芳幾画,,,,,,
食してわろきもの,1,食してわろきもの,,,,,,
はしかの戒めあり,1,はしかの戒めあり,,,,,,
麻疹に付食してよきもの書付,1,麻疹に付食してよきもの書付,,,,,,
0380-14-(22),1,0380-14-(22),,,,,,
せきの,1,せきの,,,,,,
本石丁,1,本石丁,,,,,,
17.4×21.0㎝,1,17.4×21.0㎝,,,,,,
食物名を書いただけのもの,1,食物名を書いただけのもの,,,,,,
麻疹心得草,1,麻疹心得草,,,,,,
0380-14-(23),1,0380-14-(23),,,,,,
育児,1,育児,https://ja.wikipedia.org/wiki/育児,Keyword,OK,,,
食事風景,1,食事風景,,,,,,
沢村田之助全快麻疹養生之事,1,沢村田之助全快麻疹養生之事,,,,,,
0380-14-(24),1,0380-14-(24),,,,,,
文久２年６月(18620060550),1,文久２年６月(18620060550),,,,,,
戌六改,1,戌六改,,,,,,
沢村田之助,1,澤村田之助,https://ja.wikipedia.org/wiki/澤村田之助,Keyword,OK,,,
役者絵,1,役者絵,https://ja.wikipedia.org/wiki/役者絵,Keyword,OK,,,
いい食物,1,いい食物,,,,,,
わるい食物あり,1,わるい食物あり,,,,,,
痳疹ましなひの歌,1,痳疹ましなひの歌,,,,,,
0380-14-(25),1,0380-14-(25),,,,,,
濃州屋安兵衛,1,濃州屋安兵衛,https://ja.wikipedia.org/wiki/濃州屋安兵衛,Keyword,OK,,,
濃安,1,濃安,,,,,,
四谷,1,四谷,https://ja.wikipedia.org/wiki/四谷,Place,OK,,,
よき物,1,よき物,,,,,,
たらやうのはハ,1,たらやうのはハ,,,,,,
むぎどのハ生れながらに痳疹してかせての後は我子なりけり,1,むぎどのハ生れながらに痳疹してかせての後は我子なりけり,,,,,,
とかく,1,とかく,,,,,,
伊豆国加茂郡八丈島安置正一位為朝大明神肖像,1,伊豆国加茂郡八丈島安置正一位為朝大明神肖像,,,,,,
0380-14-(26),1,0380-14-(26),,,,,,
嘉永４年５月(18510050550),1,嘉永４年５月(18510050550),,,,,,
藤慶,1,藤慶,,,,,,
衣笠,1,衣笠,https://ja.wikipedia.org/wiki/衣笠,Keyword,OK,,,
両国回向院にて開帳亥の４月とあり,1,両国回向院にて開帳亥の４月とあり,,,,,,
嘉永４年５月５日より６０日の間回向院境内に於いて,1,嘉永４年５月５日より６０日の間回向院境内に於いて,,,,,,
豆州八丈島為朝明神像開帳,1,豆州八丈島為朝明神像開帳,,,,,,
佐藤悟,1,佐藤悟,https://ja.wikipedia.org/wiki/佐藤悟,Keyword,NG,,,
名主双印試考,1,名主双印試考,,,,,,
に従って５月とする,1,に従って５月とする,,,,,,
0380-14-(27),1,0380-14-(27),,,,,,
菅原秀慶製,1,菅原秀慶製,,,,,,
菅原秀慶,1,菅原秀慶,,,,,,
30.2×24.3㎝,1,30.2×24.3㎝,,,,,,
軽焼は疱瘡に良いといわれていた菓子,1,軽焼は疱瘡に良いといわれていた菓子,,,,,,
0380-14-(28),1,0380-14-(28),,,,,,
岩附屋清三郎,1,岩附屋清三郎,,,,,,
元大坂町,1,日本橋人形町,https://ja.wikipedia.org/wiki/日本橋人形町,Place,OK,,,
34.6×22.9㎝,1,34.6×22.9㎝,,,,,,
此かる焼は私一家の製法にて…,1,此かる焼は私一家の製法にて…,,,,,,
疱痘はしかに功能あり,1,疱痘はしかに功能あり,,,,,,
元大坂町岩附屋清三郎,1,元大坂町岩附屋清三郎,,,,,,
0380-14-(29),1,0380-14-(29),,,,,,
29.7×19.5,1,29.7×19.5,,,,,,
疱瘡の身を富士ほどに山をあげ正気てすぐすたるま為とも,1,疱瘡の身を富士ほどに山をあげ正気てすぐすたるま為とも,,,,,,
新板おもちや尽,1,新板おもちや尽,,,,,,
0380-14-(30),1,0380-14-(30),,,,,,
貞房,1,貞房,,,,,,
江崎屋辰蔵,1,江崎屋辰蔵,https://ja.wikipedia.org/wiki/江崎屋辰蔵,Keyword,OK,,,
江辰板,1,江辰板,,,,,,
おもちゃ絵,1,玩具絵,https://ja.wikipedia.org/wiki/玩具絵,Keyword,OK,,,
おもちゃ,1,玩具,https://ja.wikipedia.org/wiki/玩具,Keyword,OK,,,
２５コマにそれぞれおもちゃの絵あり,1,２５コマにそれぞれおもちゃの絵あり,,,,,,
0380-14-(31),1,0380-14-(31),,,,,,
まめ太鼓,1,まめ太鼓,,,,,,
みみつくの其身もかるき疱瘡はまめのたいこやはね遊ふなり,1,みみつくの其身もかるき疱瘡はまめのたいこやはね遊ふなり,,,,,,
0380-14-(32),1,0380-14-(32),,,,,,
さえさえとたるまに似たる疱瘡の其身に軽き犬張子かな,1,さえさえとたるまに似たる疱瘡の其身に軽き犬張子かな,,,,,,
疱瘡安全護,1,疱瘡安全護,,,,,,
0380-14-(33),1,0380-14-(33),,,,,,
文久２年(18620550550),1,文久２年(18620550550),,,,,,
どこかの摺物,1,どこかの摺物,,,,,,
寺不明,1,寺不明,,,,,,
24.1×16.4㎝,1,24.1×16.4㎝,,,,,,
0380-14-(34),1,0380-14-(34),,,,,,
27.0×11.3㎝,1,27.0×11.3㎝,,,,,,
0380-14-(35),1,0380-14-(35),,,,,,
35.5×14.9㎝,1,35.5×14.9㎝,,,,,,
牛宝山最勝寺牛御前降魔尊像護符,1,牛宝山最勝寺牛御前降魔尊像護符,,,,,,
0380-14-(36),1,0380-14-(36),,,,,,
牛宝山最勝寺,1,牛宝山最勝寺,,,,,,
本所,1,本所,https://ja.wikipedia.org/wiki/本所,Keyword,OK,,,
牛御前,1,牛御前,,,,,,
35.1×14.2㎝,1,35.1×14.2㎝,,,,,,
疫癘疱瘡の神とあり,1,疫癘疱瘡の神とあり,,,,,,
近世義勇伝　有村次左衛門,1,近世義勇伝　有村次左衛門,,,,,,
0380-10-(1),1,0380-10-(1),,,,,,
明治７年９月？(18740090552),1,明治７年９月？(18740090552),,,,,,
0380-10-(2),1,0380-10-(2),,,,,,
近世義勇伝　武田内記,1,近世義勇伝　武田内記,,,,,,
0380-10-(3),1,0380-10-(3),,,,,,
武田内記,1,武田内記,,,,,,
近世義勇伝　黒沢忠三郎,1,近世義勇伝　黒沢忠三郎,,,,,,
0380-10-(4),1,0380-10-(4),,,,,,
黒沢忠三郎,1,黒澤忠三郎,https://ja.wikipedia.org/wiki/黒澤忠三郎,Person,OK,,,
小金井北梅述,1,小金井北梅述,,,,,,
近世義勇伝　関鉄之助,1,近世義勇伝　関鉄之助,,,,,,
0380-10-(5),1,0380-10-(5),,,,,,
箕輪芳艶画印,1,箕輪芳艶画印,,,,,,
関鉄之助,1,関鉄之介,https://ja.wikipedia.org/wiki/関鉄之介,Keyword,変更,,,Person
近世義勇伝　佐野竹之助,1,近世義勇伝　佐野竹之助,,,,,,
0380-10-(6),1,0380-10-(6),,,,,,
明治６年９月？(18730090552),1,明治６年９月？(18730090552),,,,,,
近世義勇伝　広岡子之次郎,1,近世義勇伝　広岡子之次郎,,,,,,
0380-10-(7),1,0380-10-(7),,,,,,
広岡子之次郎,1,広岡子之次郎,,,,,,
近世義勇伝　山口辰之助,1,近世義勇伝　山口辰之助,,,,,,
0380-10-(8),1,0380-10-(8),,,,,,
近世義勇伝　斎藤監物,1,近世義勇伝　斎藤監物,,,,,,
0380-10-(9),1,0380-10-(9),,,,,,
近世義勇伝　蓮田市五郎,1,近世義勇伝　蓮田市五郎,,,,,,
0380-10-(10),1,0380-10-(10),,,,,,
蓮田市五郎,1,蓮田一五郎,https://ja.wikipedia.org/wiki/蓮田一五郎,Keyword,変更,,,Person
近世義勇伝　高橋多一郎,1,近世義勇伝　高橋多一郎,,,,,,
0380-10-(11),1,0380-10-(11),,,,,,
高橋多一郎,1,高橋多一郎,https://ja.wikipedia.org/wiki/高橋多一郎,Person,OK,,,
光幸,1,光幸,,,,,,
鳥が鳴く東の君の真心は鹿嶋の神の御末なりけり,1,鳥が鳴く東の君の真心は鹿嶋の神の御末なりけり,,,,,,
光幸との歌あり,1,光幸との歌あり,,,,,,
0380-10-(12),1,0380-10-(12),,,,,,
明治６年９月(18730090550),1,明治６年９月(18730090550),,,,,,
酉九,1,酉九,,,,,,
宝井琴凌の印あり,1,宝井琴凌の印あり,,,,,,
近世義勇伝　大関和七郎,1,近世義勇伝　大関和七郎,,,,,,
0380-10-(13),1,0380-10-(13),,,,,,
明治６年１１月？(18730110552),1,明治６年１１月？(18730110552),,,,,,
大関和七郎,1,大関和七郎,https://ja.wikipedia.org/wiki/大関和七郎,Person,OK,,,
近世義勇伝　杉山弥一郎,1,近世義勇伝　杉山弥一郎,,,,,,
0380-10-(14),1,0380-10-(14),,,,,,
杉山弥一郎,1,杉山弥一郎,,,,,,
小金井北梅述とあり,1,小金井北梅述とあり,,,,,,
近世義勇伝　岡部三十郎,1,近世義勇伝　岡部三十郎,,,,,,
0380-10-(15),1,0380-10-(15),,,,,,
明治６年１１月(18730110550),1,明治６年１１月(18730110550),,,,,,
於玉ケ池,1,於玉ケ池,,,,,,
ただし抹消されている,1,ただし抹消されている,,,,,,
岡部三十郎,1,岡部三十郎,,,,,,
町飛脚,1,町飛脚,,,,,,
近世義勇伝　宇悔幸吉,1,近世義勇伝　宇悔幸吉,,,,,,
0380-10-(16),1,0380-10-(16),,,,,,
鵜飼幸吉,1,鵜飼幸吉,https://ja.wikipedia.org/wiki/鵜飼幸吉,Keyword,変更,,,Person
近世義勇伝　金子孫三郎,1,近世義勇伝　金子孫三郎,,,,,,
0380-10-(17),1,0380-10-(17),,,,,,
金子孫二郎,1,金子孫二郎,https://ja.wikipedia.org/wiki/金子孫二郎,Person,OK,,,
近世義勇伝　鯉渕要人,1,近世義勇伝　鯉渕要人,,,,,,
0380-10-(18),1,0380-10-(18),,,,,,
鯉渕要人,1,鯉渕要人,,,,,,
石川一口のふる,1,石川一口のふる,,,,,,
近世義勇伝　加田九郎太,1,近世義勇伝　加田九郎太,,,,,,
0380-10-(19),1,0380-10-(19),,,,,,
加田は彦根藩士,1,加田は彦根藩士,,,,,,
近世義勇伝　日下部三郎右衛門,1,近世義勇伝　日下部三郎右衛門,,,,,,
0380-10-(20),1,0380-10-(20),,,,,,
一仙舎芳艶画,1,一仙舎芳艶画,,,,,,
石川一口述,1,石川一口述,,,,,,
日下部は彦根藩士,1,日下部は彦根藩士,,,,,,
近世義勇伝　柏原徳之丞,1,近世義勇伝　柏原徳之丞,,,,,,
0380-10-(21),1,0380-10-(21),,,,,,
箕輪其村画印,1,箕輪其村画印,,,,,,
柏原徳之丞,1,柏原徳之丞,,,,,,
柏原は彦根藩士,1,柏原は彦根藩士,,,,,,
近世義勇伝　佐和村軍六,1,近世義勇伝　佐和村軍六,,,,,,
0380-10-(22),1,0380-10-(22),,,,,,
佐和村は彦根藩士,1,佐和村は彦根藩士,,,,,,
近世義勇伝　草部鍬五郎,1,近世義勇伝　草部鍬五郎,,,,,,
0380-10-(23),1,0380-10-(23),,,,,,
草部鍬五郎,1,草部鍬五郎,,,,,,
東海道名所之内　東都数奇屋河岸,1,東海道名所之内　東都数奇屋河岸,,,,,,
0380-15-(1),1,0380-15-(1),,,,,,
数奇屋河岸,1,数奇屋河岸,,,,,,
東海道之内　江戸屋張丁,1,東海道之内　江戸屋張丁,,,,,,
0380-15-(2),1,0380-15-(2),,,,,,
尾張丁,1,尾張丁,,,,,,
東海道之内　江戸芝新橋,1,東海道之内　江戸芝新橋,,,,,,
0380-15-(3),1,0380-15-(3),,,,,,
新橋,1,新橋,https://ja.wikipedia.org/wiki/新橋,Keyword,変更,新橋_(東京都港区),,
東海道名所　大森,1,東海道名所　大森,,,,,,
0380-15-(4),1,0380-15-(4),,,,,,
大森,1,大森,https://ja.wikipedia.org/wiki/大森,Keyword,変更,大森_(大田区),,
和中散,1,和中散,,,,,,
大森で三軒和中散を売っていたのが,1,大森で三軒和中散を売っていたのが,,,,,,
江戸では有名なこと,1,江戸では有名なこと,,,,,,
東海道　川崎,1,東海道　川崎,,,,,,
0380-15-(5),1,0380-15-(5),,,,,,
多摩川,1,多摩川,https://ja.wikipedia.org/wiki/多摩川,RiverBodyOfWater,OK,,,
東海道　大師河原,1,東海道　大師河原,,,,,,
0380-15-(6),1,0380-15-(6),,,,,,
川崎大師,1,平間寺,https://ja.wikipedia.org/wiki/平間寺,Place,OK,,,
東海道名所之内　鶴見,1,東海道名所之内　鶴見,,,,,,
0380-15-(7),1,0380-15-(7),,,,,,
鶴見,1,鶴見,https://ja.wikipedia.org/wiki/鶴見,Keyword,OK,,,
東海道　神名川,1,東海道　神名川,,,,,,
0380-15-(8),1,0380-15-(8),,,,,,
応需七十八歳豊国,1,応需七十八歳豊国,,,,,,
さくら屋,1,さくら屋,https://ja.wikipedia.org/wiki/さくら屋,Keyword,OK,,,
東海道　程ヶ谷,1,東海道　程ヶ谷,,,,,,
0380-15-(9),1,0380-15-(9),,,,,,
東海道名所之内　鎌倉　金沢,1,東海道名所之内　鎌倉　金沢,,,,,,
0380-15-(10),1,0380-15-(10),,,,,,
鎌倉,1,鎌倉,https://ja.wikipedia.org/wiki/鎌倉,Keyword,OK,,,
武州金沢,1,武州金沢,,,,,,
能見堂,1,能見堂跡,https://ja.wikipedia.org/wiki/能見堂跡,Place,OK,,,
鶴ケ岡八幡宮,1,鶴岡八幡宮,https://ja.wikipedia.org/wiki/鶴岡八幡宮,Place,OK,,,
東海道名所之内　由比ヶ浜,1,東海道名所之内　由比ヶ浜,,,,,,
0380-15-(11),1,0380-15-(11),,,,,,
由比ヶ浜,1,由比ヶ浜,https://ja.wikipedia.org/wiki/由比ヶ浜,Place,OK,,,
鶴,1,ツル,https://ja.wikipedia.org/wiki/ツル,Keyword,OK,,,
東海道　戸塚,1,東海道　戸塚,,,,,,
0380-15-(12),1,0380-15-(12),,,,,,
東海道　藤沢,1,東海道　藤沢,,,,,,
0380-15-(13),1,0380-15-(13),,,,,,
越前屋平三郎,1,越前屋平三郎,,,,,,
馬沓,1,馬沓,,,,,,
うまぐつ,1,うまぐつ,,,,,,
東海道　平塚,1,東海道　平塚,,,,,,
0380-15-(14),1,0380-15-(14),,,,,,
おおやま,1,おおやま,,,,,,
東海道名所之内　四ツ谷,1,東海道名所之内　四ツ谷,,,,,,
0380-15-(15),1,0380-15-(15),,,,,,
名前あれど切断,1,名前あれど切断,,,,,,
四ツ谷,1,四谷_(曖昧さ回避),https://ja.wikipedia.org/wiki/四谷_(曖昧さ回避),Keyword,OK,,,
藤沢と平塚の間,1,藤沢と平塚の間,,,,,,
ここで大山道が分岐する,1,ここで大山道が分岐する,,,,,,
大山道,1,大山道,https://ja.wikipedia.org/wiki/大山道,Keyword,OK,,,
東海道之内　大磯,1,東海道之内　大磯,,,,,,
0380-15-(16),1,0380-15-(16),,,,,,
虎御前,1,虎御前,https://ja.wikipedia.org/wiki/虎御前,Keyword,OK,,,
東海道名所之内　梅沢,1,東海道名所之内　梅沢,,,,,,
0380-15-(17),1,0380-15-(17),,,,,,
梅沢,1,梅沢,,,,,,
小田原間にあり,1,小田原間にあり,,,,,,
東海道名所之内　酒匂川,1,東海道名所之内　酒匂川,,,,,,
0380-15-(18),1,0380-15-(18),,,,,,
東海道　小田原,1,東海道　小田原,,,,,,
0380-15-(19),1,0380-15-(19),,,,,,
ういろう,1,ういろう,https://ja.wikipedia.org/wiki/ういろう,Keyword,OK,,,
東海道　箱根,1,東海道　箱根,,,,,,
0380-15-(20),1,0380-15-(20),,,,,,
箱根関所,1,箱根関,https://ja.wikipedia.org/wiki/箱根関,Keyword,OK,,,
東海道　ハコネ湯治,1,東海道　ハコネ湯治,,,,,,
0380-15-(21),1,0380-15-(21),,,,,,
立斎助筆国貞,1,立斎助筆国貞,,,,,,
箱根七湯,1,箱根七湯,,,,,,
東海道　三嶋,1,東海道　三嶋,,,,,,
0380-15-(22),1,0380-15-(22),,,,,,
三嶋,1,三島,https://ja.wikipedia.org/wiki/三島,Keyword,OK,,,
三嶋女郎,1,三嶋女郎,,,,,,
東海道　沼津,1,東海道　沼津,,,,,,
0380-15-(23),1,0380-15-(23),,,,,,
両掛,1,両掛,,,,,,
東海道　蒲原,1,東海道　蒲原,,,,,,
0380-15-(25),1,0380-15-(25),,,,,,
富士川,1,富士川,https://ja.wikipedia.org/wiki/富士川,RiverBodyOfWater,OK,,,
東海道　由井,1,東海道　由井,,,,,,
0380-15-(26),1,0380-15-(26),,,,,,
東海道之内　鳳来寺,1,東海道之内　鳳来寺,,,,,,
0380-15-(27),1,0380-15-(27),,,,,,
鳳来寺,1,鳳来寺,https://ja.wikipedia.org/wiki/鳳来寺,Place,OK,,,
東海道　薩陀峠,1,東海道　薩陀峠,,,,,,
0380-15-(28),1,0380-15-(28),,,,,,
東海道　江尻,1,東海道　江尻,,,,,,
0380-15-(29),1,0380-15-(29),,,,,,
旅宿の看板に菊屋市兵衛とあり,1,旅宿の看板に菊屋市兵衛とあり,,,,,,
東海道　府中,1,東海道　府中,,,,,,
0380-15-(30),1,0380-15-(30),,,,,,
東海道名所之内　あべ川,1,東海道名所之内　あべ川,,,,,,
0380-15-(31),1,0380-15-(31),,,,,,
安倍川,1,安倍川,https://ja.wikipedia.org/wiki/安倍川,RiverBodyOfWater,OK,,,
東海道　鞠子,1,東海道　鞠子,,,,,,
0380-15-(32),1,0380-15-(32),,,,,,
東海道之内　岡部,1,東海道之内　岡部,,,,,,
0380-15-(33),1,0380-15-(33),,,,,,
近江屋,1,近江屋,https://ja.wikipedia.org/wiki/近江屋,Keyword,OK,,,
宇津の山,1,宇津の山,,,,,,
東海道　藤枝,1,東海道　藤枝,,,,,,
0380-15-(34),1,0380-15-(34),,,,,,
関東講,1,関東講,,,,,,
秋葉講,1,秋葉講,,,,,,
絵草紙講,1,絵草紙講,,,,,,
伊勢大々講,1,伊勢大々講,,,,,,
旅宿の看板に,1,旅宿の看板に,,,,,,
板元遠州屋,1,板元遠州屋,,,,,,
